"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"137","hvtepawqx","batchf_164878","2018-08-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",7.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"138","hvtepawqx","batchf_164884","2018-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",10.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"139","hvtepawqx","batchf_164881","2018-07-23","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",9.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"140","hvtepawqx","batchf_164891","2018-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",14.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"141","hvtepawqx","batchf_164889","2018-08-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",14.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"142","hvtepawqx","batchf_164892","2018-09-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",14.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"143","hvtepawqx","batchf_164896","2018-09-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",18.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"144","hvtepawqx","batchf_164895","2018-07-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",17.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"145","hvtepawqx","batchf_165018","2018-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",93.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"146","hvtepawqx","batchf_164994","2018-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",29.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"147","hvtepawqx","batchf_165001","2018-09-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",41.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"148","hvtepawqx","batchf_164991","2018-07-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",24.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"149","hvtepawqx","batchf_165011","2018-09-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",54.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"150","hvtepawqx","batchf_165000","2018-07-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",40.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"151","hvtepawqx","batchf_164980","2018-06-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"152","hvtepawqx","batchf_165017","2018-08-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",85.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"153","hvtepawqx","batchf_165015","2018-09-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",71.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"154","hvtepawqx","batchf_165013","2018-07-23","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",64.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"155","hvtepawqx","batchf_164993","2018-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",28.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"156","hvtepawqx","batchf_164995","2018-08-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",30.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"157","hvtepawqx","batchf_164836","2018-08-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",20.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"158","hvtepawqx","batchf_164826","2018-07-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"159","hvtepawqx","batchf_164824","2018-07-23","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",6.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"160","hvtepawqx","batchf_164830","2018-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",11,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"161","hvtepawqx","batchf_164844","2018-09-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",27.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"162","hvtepawqx","batchf_164834","2018-07-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",13.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"163","hvtepawqx","batchf_164855","2018-09-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",88.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"164","hvtepawqx","batchf_164821","2018-06-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"165","hvtepawqx","batchf_164850","2018-09-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",38.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"166","hvtepawqx","batchf_164854","2018-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",74.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"167","hvtepawqx","batchf_164827","2018-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",9.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"168","hvtepawqx","batchf_164847","2018-08-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",34.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"169","hvtepawqx","batchf_89548","2018-07-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"170","hvtepawqx","batchf_89567","2018-08-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",18.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"171","hvtepawqx","batchf_89573","2018-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",67,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"172","hvtepawqx","batchf_89560","2018-07-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",12.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"173","hvtepawqx","batchf_89552","2018-09-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",9.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"174","hvtepawqx","batchf_89543","2018-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"175","hvtepawqx","batchf_89564","2018-07-23","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",15.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"176","hvtepawqx","batchf_89559","2018-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",12.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"177","hvtepawqx","batchf_89544","2018-09-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",7.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"178","hvtepawqx","batchf_89553","2018-08-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",10.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"179","hvtepawqx","batchf_89569","2018-09-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",18.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"180","hvtepawqx","batchf_89572","2018-06-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",39.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"181","hvtepawqx","batchf_164605","2018-07-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"182","hvtepawqx","batchf_164611","2018-07-11","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"183","hvtepawqx","batchf_164600","2018-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"184","hvtepawqx","batchf_164627","2018-09-18","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"185","hvtepawqx","batchf_164604","2018-07-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"186","hvtepawqx","batchf_164635","2018-09-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",7.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"187","hvtepawqx","batchf_164621","2018-07-23","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"188","hvtepawqx","batchf_164601","2018-09-05","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"189","hvtepawqx","batchf_164610","2018-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"190","hvtepawqx","batchf_164622","2018-08-14","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"191","hvtepawqx","batchf_164632","2018-08-01","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"192","hvtepawqx","batchf_164623","2018-06-20","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"193","hvtepawqx","batchf_164686","2019-06-30","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"194","hvtepawqx","batchf_164679","2019-06-04","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"195","hvtepawqx","batchf_164682","2019-06-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"196","hvtepawqx","batchf_164695","2019-09-03","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",38.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"197","hvtepawqx","batchf_164694","2019-06-26","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",28.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"198","hvtepawqx","batchf_164659","2019-07-24","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"199","hvtepawqx","batchf_164656","2019-07-31","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"200","hvtepawqx","batchf_164685","2019-06-19","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",5.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"201","hvtepawqx","batchf_164675","2019-08-12","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"202","hvtepawqx","batchf_164681","2019-07-17","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"203","hvtepawqx","batchf_164674","2019-08-21","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",3.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"204","hvtepawqx","batchf_164667","2019-07-10","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"205","hvtepawqx","batchf_164663","2019-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"206","hvtepawqx","batchf_164933","2019-07-24","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"207","hvtepawqx","batchf_164964","2019-08-28","ca","Pacific","MARINE WEST COAST FOREST","MARINE WEST COAST FOREST","Oregon & Northern California Coastal","California North Coast","temperate coastal rivers","Temperate Conifer Forests","California Region","Klamath-Northern California Coastal","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",61.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
