"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"249","wdepwqx","batchf_214451","2016-01-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",74.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"250","wdepwqx","batchf_214465","2016-09-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",38.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"251","wdepwqx","batchf_214463","2016-05-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",32.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"252","wdepwqx","batchf_214457","2016-04-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"253","wdepwqx","batchf_214455","2016-06-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"254","wdepwqx","batchf_214454","2016-07-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"255","wdepwqx","batchf_214458","2016-03-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"256","wdepwqx","batchf_214452","2016-02-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",29.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"257","wdepwqx","batchf_214472","2016-12-14","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample",248.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"258","wdepwqx","batchf_222369","2016-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",755.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"259","wdepwqx","batchf_222373","2016-09-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",52.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"260","wdepwqx","batchf_222374","2016-06-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1299.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"261","wdepwqx","batchf_222385","2016-05-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",3629.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"262","wdepwqx","batchf_222388","2016-12-14","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",524.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"263","wdepwqx","batchf_222382","2016-04-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1203.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"264","wdepwqx","batchf_222372","2016-07-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",755.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"265","wdepwqx","batchf_222381","2016-11-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",689.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"266","wdepwqx","batchf_222386","2016-03-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",613.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"267","wdepwqx","batchf_222370","2016-08-29","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",755.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"268","wdepwqx","batchf_222389","2016-01-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",435.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"269","wdepwqx","batchf_222390","2016-02-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"270","wdepwqx","batchf_160254","2016-08-29","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",163.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"271","wdepwqx","batchf_160253","2016-11-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",248.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"272","wdepwqx","batchf_160263","2016-05-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",3629.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"273","wdepwqx","batchf_160264","2016-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",124.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"274","wdepwqx","batchf_160257","2016-12-14","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",162.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"275","wdepwqx","batchf_160235","2016-04-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",770.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"276","wdepwqx","batchf_160249","2016-09-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",2595,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"277","wdepwqx","batchf_160265","2016-02-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",118.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"278","wdepwqx","batchf_160268","2016-06-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",3629.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"279","wdepwqx","batchf_160267","2016-07-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1011.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"280","wdepwqx","batchf_160233","2016-03-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",517.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"281","wdepwqx","batchf_160272","2016-01-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"282","wdepwqx","batchf_153928","2016-04-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",770.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"283","wdepwqx","batchf_153929","2016-01-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",209.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"284","wdepwqx","batchf_153944","2016-06-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1413.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"285","wdepwqx","batchf_153949","2016-12-14","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",129.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"286","wdepwqx","batchf_153908","2016-05-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",3629.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"287","wdepwqx","batchf_153922","2016-03-16","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",365.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"288","wdepwqx","batchf_153946","2016-08-29","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",122.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"289","wdepwqx","batchf_153942","2016-09-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",238.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"290","wdepwqx","batchf_153931","2016-11-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",157.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"291","wdepwqx","batchf_153926","2016-02-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",135.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"292","wdepwqx","batchf_153937","2016-07-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",721.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"293","wdepwqx","batchf_153939","2016-10-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",549.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"294","wdepwqx","batchf_154659","2017-07-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",128.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"295","wdepwqx","batchf_154631","2017-02-15","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",49,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"296","wdepwqx","batchf_154629","2017-03-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",102.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"297","wdepwqx","batchf_154640","2017-06-12","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",272.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"298","wdepwqx","batchf_154621","2017-01-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",298.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"299","wdepwqx","batchf_154635","2017-05-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",193.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"300","wdepwqx","batchf_154628","2017-04-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",38.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"301","wdepwqx","batchf_154670","2017-09-13","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",268.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"302","wdepwqx","batchf_154622","2017-08-29","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",574.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"303","wdepwqx","batchf_156454","2017-09-13","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",149.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"304","wdepwqx","batchf_156424","2017-06-12","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",1011.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"305","wdepwqx","batchf_156437","2017-01-18","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",960.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"306","wdepwqx","batchf_156450","2017-04-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",104.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"307","wdepwqx","batchf_156426","2017-02-15","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",41.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"308","wdepwqx","batchf_156463","2017-07-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",328.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"309","wdepwqx","batchf_156419","2017-08-29","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",517.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"310","wdepwqx","batchf_156467","2017-03-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Red-Washita","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",501.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
