"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","pec_pa","stec_pa","epec_pa","o157h7_pa","pec_vol","pec_molecular","pec_stx","pec_eaea","pec_rfb0157","pec_hly","pec_h7flic","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"172","zuf","zuf394","2013-04-22","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,13.2,"idexxquantitray","mpn","mpn"
"173","zuf","zuf387","2013-03-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,54.4,"idexxquantitray","mpn","mpn"
"174","zuf","zuf409","2013-10-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,261.3,"idexxquantitray","mpn","mpn"
"175","zuf","zuf404","2013-05-24","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,13.4,"idexxquantitray","mpn","mpn"
"176","zuf","zuf383","2013-03-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,71.7,"idexxquantitray","mpn","mpn"
"177","zuf","zuf377","2013-02-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,139.6,"idexxquantitray","mpn","mpn"
"178","zuf","zuf408","2013-10-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"179","zuf","zuf418","2013-12-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,115.3,"idexxquantitray","mpn","mpn"
"180","zuf","zuf372","2013-01-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,8.5,"idexxquantitray","mpn","mpn"
"181","zuf","zuf412","2013-11-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,307.6,"idexxquantitray","mpn","mpn"
"182","zuf","zuf392","2013-04-17","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,40.2,"idexxquantitray","mpn","mpn"
"183","zuf","zuf380","2013-02-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,43.1,"idexxquantitray","mpn","mpn"
"184","zuf","zuf397","2013-05-01","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,1046.2,"idexxquantitray","mpn","mpn"
"185","zuf","zuf385","2013-03-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"186","zuf","zuf382","2013-03-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,16,"idexxquantitray","mpn","mpn"
"187","zuf","zuf415","2013-12-03","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,17.5,"idexxquantitray","mpn","mpn"
"188","zuf","zuf402","2013-05-21","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,109.5,"idexxquantitray","mpn","mpn"
"189","zuf","zuf399","2013-05-07","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,629.4,"idexxquantitray","mpn","mpn"
"190","zuf","zuf375","2013-02-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,248.1,"idexxquantitray","mpn","mpn"
"191","zuf","zuf398","2013-05-02","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,18500,"idexxquantitray","mpn","mpn"
"192","zuf","zuf376","2013-02-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,19.7,"idexxquantitray","mpn","mpn"
"193","zuf","zuf419","2013-12-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,579.4,"idexxquantitray","mpn","mpn"
"194","zuf","zuf411","2013-11-06","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,285.1,"idexxquantitray","mpn","mpn"
"195","zuf","zuf405","2013-05-26","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,196.8,"idexxquantitray","mpn","mpn"
"196","zuf","zuf497","2013-10-09","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"197","zuf","zuf461","2013-01-09","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,19.9,"idexxquantitray","mpn","mpn"
"198","zuf","zuf485","2013-04-24","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,191.8,"idexxquantitray","mpn","mpn"
"199","zuf","zuf504","2013-11-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,139.6,"idexxquantitray","mpn","mpn"
"200","zuf","zuf491","2013-05-15","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"201","zuf","zuf502","2013-11-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,260.3,"idexxquantitray","mpn","mpn"
"202","zuf","zuf473","2013-03-13","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,1046.2,"idexxquantitray","mpn","mpn"
"203","zuf","zuf503","2013-11-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,172.3,"idexxquantitray","mpn","mpn"
"204","zuf","zuf487","2013-05-01","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,613.1,"idexxquantitray","mpn","mpn"
"205","zuf","zuf505","2013-12-03","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,107.1,"idexxquantitray","mpn","mpn"
"206","zuf","zuf499","2013-10-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"207","zuf","zuf476","2013-03-25","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,1732.9,"idexxquantitray","mpn","mpn"
"208","zuf","zuf496","2013-05-29","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"209","zuf","zuf498","2013-10-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2810,"idexxquantitray","mpn","mpn"
"210","zuf","zuf483","2013-04-20","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,316.9,"idexxquantitray","mpn","mpn"
"211","zuf","zuf471","2013-02-27","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,38.4,"idexxquantitray","mpn","mpn"
"212","zuf","zuf480","2013-04-08","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,2419.6,"idexxquantitray","mpn","mpn"
"213","zuf","zuf463","2013-01-23","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,48,"idexxquantitray","mpn","mpn"
"214","zuf","zuf482","2013-04-17","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","p","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,34.1,"idexxquantitray","mpn","mpn"
"215","zuf","zuf507","2013-12-18","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","p",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,344.8,"idexxquantitray","mpn","mpn"
"216","zuf","zuf464","2013-01-30","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",0,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,34.1,"idexxquantitray","mpn","mpn"
"217","zuf","zuf468","2013-02-17","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"n","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,160.7,"idexxquantitray","mpn","mpn"
"218","zuf","zuf462","2013-01-16","fl","South Atlantic","EASTERN TEMPERATE FORESTS","MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS","Florida Peninsula","Florida Peninsula","tropical and subtropical coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Peace-Tampa Bay","Southern Region","Southeast","freshwater","pond","pond","surfacewater","pond/lake","grabsample","membrane",0,2.17609125905568,"molecular","y","n",1,"p","n","n",2.17897694729317,"molecular","y","y","y","y","y",NA,NA,NA,NA,27.5,"idexxquantitray","mpn","mpn"
