"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"65","bwr","bwr_21","2020-01-16","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",66.665,"bwr","directplating","directplating",NA,NA,NA,NA
"66","bwr","bwr_24","2020-06-26","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",66.66,"bwr","directplating","directplating",NA,NA,NA,NA
"67","bwr","bwr_22","2020-03-25","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",16.665,"bwr","directplating","directplating",NA,NA,NA,NA
"68","bwr","bwr_23","2020-04-24","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",199.985,"bwr","directplating","directplating",NA,NA,NA,NA
"69","bwr","bwr_58","2020-06-26","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",133.32,"bwr","directplating","directplating",NA,NA,NA,NA
"70","bwr","bwr_6","2019-09-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",0,"bwr","directplating","directplating",NA,NA,NA,NA
"71","bwr","bwr_2","2019-04-29","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",33.3,"bwr","directplating","directplating",NA,NA,NA,NA
"72","bwr","bwr_7","2019-11-14","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",16.665,"bwr","directplating","directplating",NA,NA,NA,NA
"73","bwr","bwr_4","2019-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",16.65,"bwr","directplating","directplating",NA,NA,NA,NA
"74","bwr","bwr_5","2019-08-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",16.5,"bwr","directplating","directplating",NA,NA,NA,NA
"75","bwr","bwr_3","2019-05-28","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",0,"bwr","directplating","directplating",NA,NA,NA,NA
"76","bwr","bwr_1","2019-03-25","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",0,"bwr","directplating","directplating",NA,NA,NA,NA
"77","bwr","bwr_8","2019-12-11","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",1749.905,"bwr","directplating","directplating",NA,NA,NA,NA
"78","bwr","bwr_13","2020-06-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",0,"bwr","directplating","directplating",NA,NA,NA,NA
"79","bwr","bwr_9","2020-01-14","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",366.655,"bwr","directplating","directplating",NA,NA,NA,NA
"80","bwr","bwr_10","2020-02-18","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",66.665,"bwr","directplating","directplating",NA,NA,NA,NA
"81","bwr","bwr_11","2020-03-23","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",666.635,"bwr","directplating","directplating",NA,NA,NA,NA
"82","bwr","bwr_12","2020-04-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",999.945,"bwr","directplating","directplating",NA,NA,NA,NA
"83","bwr","bwr_38","2019-06-25","al","East South Central",NA,NA,NA,NA,NA,NA,NA,"Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",732.95,"bwr","directplating","directplating",NA,NA,NA,NA
"84","bwr","bwr_47","2019-05-30","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1516.05,"bwr","directplating","directplating"
"85","bwr","bwr_46","2019-03-29","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1099.55,"bwr","directplating","directplating"
"86","bwr","bwr_49","2019-08-27","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3099.845,"bwr","directplating","directplating"
"87","bwr","bwr_52","2019-12-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,9500,"bwr","directplating","directplating"
"88","bwr","bwr_51","2019-11-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"89","bwr","bwr_50","2019-09-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,6400,"bwr","directplating","directplating"
"90","bwr","bwr_48","2019-06-25","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2348.9,"bwr","directplating","directplating"
"91","bwr","bwr_60","2019-03-29","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2427.25,"bwr","directplating","directplating"
"92","bwr","bwr_63","2019-08-27","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,6100,"bwr","directplating","directplating"
"93","bwr","bwr_66","2019-12-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3466.51,"bwr","directplating","directplating"
"94","bwr","bwr_64","2019-09-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,2316.565,"bwr","directplating","directplating"
"95","bwr","bwr_61","2019-05-30","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1465.95,"bwr","directplating","directplating"
"96","bwr","bwr_59","2019-02-27","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3800,"bwr","directplating","directplating"
"97","bwr","bwr_62","2019-06-25","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"98","bwr","bwr_65","2019-11-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3483.14,"bwr","directplating","directplating"
"99","bwr","bwr_57","2020-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1950,"bwr","directplating","directplating"
"100","bwr","bwr_53","2020-01-15","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"101","bwr","bwr_55","2020-03-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"102","bwr","bwr_54","2020-02-20","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"103","bwr","bwr_70","2020-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,3416.525,"bwr","directplating","directplating"
"104","bwr","bwr_69","2020-03-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,6100,"bwr","directplating","directplating"
"105","bwr","bwr_68","2020-02-20","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,5700,"bwr","directplating","directplating"
"106","bwr","bwr_67","2020-01-15","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,8900,"bwr","directplating","directplating"
"107","bwr","bwr_72","2019-03-29","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,499.65,"bwr","directplating","directplating"
"108","bwr","bwr_74","2019-06-25","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1366.05,"bwr","directplating","directplating"
"109","bwr","bwr_78","2019-12-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,66.665,"bwr","directplating","directplating"
"110","bwr","bwr_71","2019-02-27","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,200,"bwr","directplating","directplating"
"111","bwr","bwr_76","2019-09-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,99.99,"bwr","directplating","directplating"
"112","bwr","bwr_73","2019-05-30","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,899.6,"bwr","directplating","directplating"
"113","bwr","bwr_77","2019-11-13","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,233.32,"bwr","directplating","directplating"
"114","bwr","bwr_75","2019-08-27","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,116.66,"bwr","directplating","directplating"
"115","bwr","bwr_82","2020-04-23","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,50,"bwr","directplating","directplating"
"116","bwr","bwr_81","2020-03-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,33.33,"bwr","directplating","directplating"
"117","bwr","bwr_83","2020-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,99.995,"bwr","directplating","directplating"
"118","bwr","bwr_80","2020-02-20","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,666.63,"bwr","directplating","directplating"
"119","bwr","bwr_79","2020-01-15","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,116.665,"bwr","directplating","directplating"
"120","bwr","bwr_41","2019-08-28","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,799.955,"bwr","directplating","directplating"
"121","bwr","bwr_39","2019-04-30","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,916.3,"bwr","directplating","directplating"
"122","bwr","bwr_40","2019-05-29","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,99.95,"bwr","directplating","directplating"
"123","bwr","bwr_44","2019-12-12","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,816.625,"bwr","directplating","directplating"
"124","bwr","bwr_43","2019-11-15","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,283.315,"bwr","directplating","directplating"
"125","bwr","bwr_42","2019-09-25","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,133.325,"bwr","directplating","directplating"
"126","bwr","bwr_45","2020-01-16","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,1049.935,"bwr","directplating","directplating"
"127","bwr","bwr_31","2019-11-14","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,666.63,"bwr","directplating","directplating"
"128","bwr","bwr_28","2019-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,366.45,"bwr","directplating","directplating"
"129","bwr","bwr_29","2019-08-26","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",NA,NA,NA,NA,331,"bwr","directplating","directplating"
