"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"130","oglalast","batch_153408","2009-08-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",3630,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"131","oglalast","batch_153406","2009-06-21","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",1310,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"132","oglalast","batch_146687","2010-09-27","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",980,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"133","oglalast","batch_146680","2010-06-01","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",297,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"134","oglalast","batch_146679","2010-05-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",228,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"135","oglalast","batch_146673","2010-04-20","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",84,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"136","oglalast","batch_146685","2010-07-21","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",649,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"137","oglalast","batch_147799","2010-07-12","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1410,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"138","oglalast","batch_147798","2010-09-21","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",816,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"139","oglalast","batch_147794","2010-04-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",37,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"140","oglalast","batch_147797","2010-06-02","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",602,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"141","oglalast","batch_147796","2010-05-26","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",416,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"142","oglalast","batch_141787","2010-05-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",88,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"143","oglalast","batch_141790","2010-06-01","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",138,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"144","oglalast","batch_141793","2010-09-27","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",435,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"145","oglalast","batch_141789","2010-07-21","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",107,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"146","oglalast","batch_141786","2010-04-20","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"147","oglalast","batch_99694","2012-08-20","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",690,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"148","oglalast","batch_99695","2012-06-05","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",727,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"149","oglalast","batch_99691","2012-07-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",626,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"150","oglalast","batch_99685","2012-10-15","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",326,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"151","oglalast","batch_99683","2012-05-07","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",152,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"152","oglalast","batch_99684","2012-09-19","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",172,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"153","oglalast","batch_135332","2012-06-26","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"154","oglalast","batch_135329","2012-05-29","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",687,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"155","oglalast","batch_135325","2012-07-24","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"156","oglalast","batch_134042","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",687,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"157","oglalast","batch_134043","2012-06-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"158","oglalast","batch_99702","2012-05-07","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1300,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"159","oglalast","batch_99705","2012-07-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",3470,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"160","oglalast","batch_99703","2012-06-26","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",2090,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"161","oglalast","batch_146678","2012-06-26","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",185,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"162","oglalast","batch_146670","2012-09-19","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"163","oglalast","batch_146671","2012-07-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"164","oglalast","batch_146675","2012-10-15","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",105,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"165","oglalast","batch_146688","2012-08-27","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1840,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"166","oglalast","batch_146674","2012-05-29","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",91,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"167","oglalast","batch_136696","2012-07-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",411,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"168","oglalast","batch_136698","2012-05-07","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1050,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"169","oglalast","batch_136697","2012-06-05","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",727,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"170","oglalast","batch_144710","2012-10-09","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",387,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"171","oglalast","batch_144712","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",517,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"172","oglalast","batch_144707","2012-07-09","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",263,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"173","oglalast","batch_144713","2012-06-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",687,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"174","oglalast","batch_135670","2012-08-20","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",91,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"175","oglalast","batch_135676","2012-09-19","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",236,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"176","oglalast","batch_135668","2012-10-15","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",35,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"177","oglalast","batch_135679","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",313,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"178","oglalast","batch_135677","2012-07-17","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",248,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"179","oglalast","batch_135673","2012-06-05","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",133,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"180","oglalast","batch_141791","2012-05-29","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",194,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"181","oglalast","batch_141651","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",83,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"182","oglalast","batch_141653","2012-06-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",225,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"183","oglalast","batch_136688","2012-05-07","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",1410,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"184","oglalast","batch_136689","2012-06-05","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",7950,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"185","oglalast","batch_99712","2012-06-05","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",488,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"186","oglalast","batch_99706","2012-07-24","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"187","oglalast","batch_99717","2012-05-07","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",2420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"188","oglalast","batch_99709","2012-10-15","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",178,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"189","oglalast","batch_153395","2012-05-29","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",3920,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"190","oglalast","batch_153388","2012-06-26","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",0,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"191","oglalast","batch_153397","2012-07-24","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",20600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"192","oglalast","batch_144696","2012-07-09","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",192,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"193","oglalast","batch_144703","2012-06-18","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",7950,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"194","oglalast","batch_144702","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","stream","stream","surfacewater","stream/river",727,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"195","oglalast","batch_153405","2012-05-22","sd","West North Central","GREAT PLAINS","WEST-CENTRAL SEMIARID PRAIRIES","Upper Missouri","Northern Great Plains Steppe","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Missouri Region","Missouri-White","Northern Plains","Western Great Plains","freshwater","river","river","surfacewater","stream/river",1120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
