"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc"
"111","cpnwater","batch_136148","2015-09-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,248.1,"idexxquantitray","mpn","mpn"
"112","cpnwater","batch_136153","2015-07-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,1046.2,"idexxquantitray","mpn","mpn"
"113","cpnwater","batch_136136","2015-09-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,98.7,"idexxquantitray","mpn","mpn"
"114","cpnwater","batch_136140","2015-08-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,135.4,"idexxquantitray","mpn","mpn"
"115","cpnwater","batch_136131","2015-05-12","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,55.7,"idexxquantitray","mpn","mpn"
"116","cpnwater","batch_136102","2015-09-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,488.4,"idexxquantitray","mpn","mpn"
"117","cpnwater","batch_136090","2015-05-12","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,69,"idexxquantitray","mpn","mpn"
"118","cpnwater","batch_136108","2015-09-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,816.4,"idexxquantitray","mpn","mpn"
"119","cpnwater","batch_136077","2015-07-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"120","cpnwater","batch_136106","2015-08-25","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,686.7,"idexxquantitray","mpn","mpn"
"121","cpnwater","batch_113340","2015-05-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,55,"idexxquantitray","mpn","mpn"
"122","cpnwater","batch_113306","2015-07-19","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"123","cpnwater","batch_113307","2015-08-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"124","cpnwater","batch_113305","2015-09-07","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"125","cpnwater","batch_113323","2015-09-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,1,"idexxquantitray","mpn","mpn"
"126","cpnwater","batch_141301","2016-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,517.2,"idexxquantitray","mpn","mpn"
"127","cpnwater","batch_141297","2016-08-30","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,160.7,"idexxquantitray","mpn","mpn"
"128","cpnwater","batch_141285","2016-07-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"129","cpnwater","batch_141298","2016-06-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,185,"idexxquantitray","mpn","mpn"
"130","cpnwater","batch_141291","2016-08-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,86.2,"idexxquantitray","mpn","mpn"
"131","cpnwater","batch2_392401","2016-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1046.2,"idexxquantitray","mpn","mpn"
"132","cpnwater","batch2_392392","2016-08-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",387.3,"idexxquantitray","mpn","mpn"
"133","cpnwater","batch2_392374","2016-05-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",0,"idexxquantitray","mpn","mpn"
"134","cpnwater","batch2_392399","2016-06-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",866.4,"idexxquantitray","mpn","mpn"
"135","cpnwater","batch2_392407","2016-07-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",2419.6,"idexxquantitray","mpn","mpn"
"136","cpnwater","batch_150811","2016-06-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,248.1,"idexxquantitray","mpn","mpn"
"137","cpnwater","batch_150827","2016-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,613.1,"idexxquantitray","mpn","mpn"
"138","cpnwater","batch_150793","2016-07-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"139","cpnwater","batch_150813","2016-08-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,290.9,"idexxquantitray","mpn","mpn"
"140","cpnwater","batch_150792","2016-05-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"141","cpnwater","batch_150764","2016-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,517.2,"idexxquantitray","mpn","mpn"
"142","cpnwater","batch_150741","2016-08-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,22.6,"idexxquantitray","mpn","mpn"
"143","cpnwater","batch_150743","2016-06-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,35,"idexxquantitray","mpn","mpn"
"144","cpnwater","batch_150729","2016-05-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"145","cpnwater","batch_150730","2016-07-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"146","cpnwater","batch_134108","2016-06-21","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,68.2,"idexxquantitray","mpn","mpn"
"147","cpnwater","batch_134099","2016-05-11","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"148","cpnwater","batch_134098","2016-07-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"149","cpnwater","batch_134104","2016-08-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,21.6,"idexxquantitray","mpn","mpn"
"150","cpnwater","batch_134117","2016-09-28","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,1986.3,"idexxquantitray","mpn","mpn"
"151","cpnwater","batch_136138","2016-06-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,127.4,"idexxquantitray","mpn","mpn"
"152","cpnwater","batch_136147","2016-05-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,228.2,"idexxquantitray","mpn","mpn"
"153","cpnwater","batch_136156","2016-08-09","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,2419.6,"idexxquantitray","mpn","mpn"
"154","cpnwater","batch_136143","2016-09-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,160.7,"idexxquantitray","mpn","mpn"
"155","cpnwater","batch_136154","2016-07-26","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,1413.6,"idexxquantitray","mpn","mpn"
"156","cpnwater","batch_136101","2016-09-27","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,435.2,"idexxquantitray","mpn","mpn"
"157","cpnwater","batch_136076","2016-08-09","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,0,"idexxquantitray","mpn","mpn"
"158","cpnwater","batch_136112","2016-05-10","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,1046.2,"idexxquantitray","mpn","mpn"
"159","cpnwater","batch_136096","2016-07-26","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,135.4,"idexxquantitray","mpn","mpn"
"160","cpnwater","batch_136114","2016-06-20","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river",NA,2419.6,"idexxquantitray","mpn","mpn"
"161","cpnwater","batch_113346","2016-07-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"162","cpnwater","batch_113344","2016-05-09","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"163","cpnwater","batch_113343","2016-06-19","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"164","cpnwater","batch_113342","2016-08-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"165","cpnwater","batch_113345","2016-09-26","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"166","cpnwater","batch_113282","2016-08-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,1,"idexxquantitray","mpn","mpn"
"167","cpnwater","batch_113268","2016-06-19","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"168","cpnwater","batch_113266","2016-09-26","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"169","cpnwater","batch_113269","2016-05-09","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"170","cpnwater","batch_113267","2016-07-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"171","cpnwater","batch_113301","2016-07-24","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"172","cpnwater","batch_113302","2016-08-08","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"173","cpnwater","batch_113304","2016-05-09","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"174","cpnwater","batch_113303","2016-09-26","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,0,"idexxquantitray","mpn","mpn"
"175","cpnwater","batch_113322","2016-06-19","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake",NA,1,"idexxquantitray","mpn","mpn"
"176","cpnwater","batch_141287","2017-07-19","ok","West South Central","GREAT PLAINS","SOUTH CENTRAL SEMIARID PRAIRIES","US Southern Plains","Crosstimbers And Southern Tallgrass Prairie","temperate upland rivers","Temperate Grasslands, Savannas and Shrublands","Arkansas-White-Red Region","Lower Canadian","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river",NA,6.2,"idexxquantitray","mpn","mpn"
