"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"153","shopaitrwqx","batch_142379","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",200,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"154","shopaitrwqx","batch_142375","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",42,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"155","shopaitrwqx","batch_133768","2011-09-14","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",48,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"156","shopaitrwqx","batch_142386","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",42,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"157","shopaitrwqx","batch_144507","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",22,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"158","shopaitrwqx","batch_144506","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"159","shopaitrwqx","batch_144490","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",22,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"160","shopaitrwqx","batch_144489","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"161","shopaitrwqx","batch_153437","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"162","shopaitrwqx","batch_153458","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",260,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"163","shopaitrwqx","batch_153450","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",28,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"164","shopaitrwqx","batch_153445","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",260,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"165","shopaitrwqx","batch_144469","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"166","shopaitrwqx","batch_144470","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"167","shopaitrwqx","batch_144453","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"168","shopaitrwqx","batch_144444","2011-03-08","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"169","shopaitrwqx","batch_144461","2011-03-08","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"170","shopaitrwqx","batch_144452","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",20,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"171","shopaitrwqx","batch_144438","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",80,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"172","shopaitrwqx","batch_144428","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",80,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"173","shopaitrwqx","batch_142006","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",42,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"174","shopaitrwqx","batch_141995","2011-06-26","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",42,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"175","shopaitrwqx","batch_141991","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"176","shopaitrwqx","batch_142002","2011-09-13","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",8,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"177","shopaitrwqx","batch_133773","2013-05-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",7,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"178","shopaitrwqx","batch_133761","2013-05-06","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",7,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"179","shopaitrwqx","batch_144484","2013-09-16","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",14,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"180","shopaitrwqx","batch_144502","2013-09-16","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",14,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"181","shopaitrwqx","batch_153451","2013-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",40,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"182","shopaitrwqx","batch_153438","2013-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","stream","stream","surfacewater","stream/river",40,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"183","shopaitrwqx","batch_144474","2013-09-16","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",820,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"184","shopaitrwqx","batch_144457","2013-09-16","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",820,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"185","shopaitrwqx","batch_144441","2013-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"186","shopaitrwqx","batch_144460","2013-05-05","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"187","shopaitrwqx","batch2_232185","2013-06-25","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"188","shopaitrwqx","batch2_232186","2013-06-25","id","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Columbia Unglaciated","Columbia Plateau","temperate floodplain rivers and wetlands","Deserts and Xeric Shrublands","Pacific Northwest Region","Middle Snake","Northwest Region","Pacific Northwest","freshwater","pond","pond","surfacewater","pond/lake",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"189","shopaitrwqx","batch_141596","2007-09-11","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"190","shopaitrwqx","batch_141597","2007-09-11","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"191","shopaitrwqx","batch_144537","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"192","shopaitrwqx","batch_144543","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"193","shopaitrwqx","batch_139219","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"194","shopaitrwqx","batch_139244","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"195","shopaitrwqx","batch_139233","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"196","shopaitrwqx","batch_139230","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",160,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"197","shopaitrwqx","batch_139226","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"198","shopaitrwqx","batch_139240","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"199","shopaitrwqx","batch_137091","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"200","shopaitrwqx","batch_137102","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"201","shopaitrwqx","batch2_411546","2007-09-11","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",380,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"202","shopaitrwqx","batch2_411545","2007-09-11","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",380,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"203","shopaitrwqx","batch_144588","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"204","shopaitrwqx","batch_144589","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"205","shopaitrwqx","batch_144595","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",56,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"206","shopaitrwqx","batch_144577","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",2,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"207","shopaitrwqx","batch_144584","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",56,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"208","shopaitrwqx","batch_144578","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"209","shopaitrwqx","batch2_193744","2007-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",864,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"210","shopaitrwqx","batch2_193745","2007-08-12","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",864,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"211","shopaitrwqx","batch_144550","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",14,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"212","shopaitrwqx","batch_144552","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"213","shopaitrwqx","batch_144556","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"214","shopaitrwqx","batch_144567","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",18,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"215","shopaitrwqx","batch_144565","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",14,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"216","shopaitrwqx","batch_144571","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river",60,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"217","shopaitrwqx","batch2_247615","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",40,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"218","shopaitrwqx","batch2_247612","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"219","shopaitrwqx","batch2_247609","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",1680,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"220","shopaitrwqx","batch2_247603","2007-11-13","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",40,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"221","shopaitrwqx","batch2_247621","2007-08-28","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",1680,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
"222","shopaitrwqx","batch2_247600","2007-04-24","nv","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Lahontan","Great Basin","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Great Basin Region","Black Rock Desert-Humboldt","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river",4,"sm9213d","membranefiltration","membranefiltration",NA,NA,NA,NA
