"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc"
"113","21guam","batchf_227951","1998-08-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",50,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"114","21guam","batchf_227954","1998-08-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",150,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"115","21guam","batchf_241843","1999-02-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"116","21guam","batchf_227955","1999-01-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",1080,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"117","21guam","batchf_241842","1999-01-03","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",80,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"118","21guam","batchf_227956","1999-01-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"119","21guam","batchf_227957","1999-01-31","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",140,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"120","21guam","batchf_212935","1999-01-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",400,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"121","21guam","batchf_212933","1999-01-03","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",520,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"122","21guam","batchf_212934","1999-01-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",160,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"123","21guam","batchf_245009","1999-01-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",160,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"124","21guam","batchf_245016","1999-01-03","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2640,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"125","21guam","batchf_245012","1999-01-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",120,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"126","21guam","batchf_245011","1999-02-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",120,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"127","21guam","batchf_227953","1999-01-10","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","stream/river","grabsample",320,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"128","21guam","batchf_227949","1999-02-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","stream/river","grabsample",100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"129","21guam","batchf_227950","1999-01-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","stream/river","grabsample",100,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"130","21guam","batchf_227946","1999-01-03","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","stream/river","grabsample",40,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"131","21guam","batchf_227948","1999-01-31","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","undeterminedcoastalsite","river","river","surfacewater","stream/river","grabsample",1,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"132","21guam","batchf_227947","1999-01-18","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","stream/river","grabsample",200,"epa1603","membranefiltration","membranefiltration",NA,NA,NA,NA
"133","21guam","batchf_352012","2009-08-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",476.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"134","21guam","batchf_352016","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1113,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"135","21guam","batchf_352014","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",436.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"136","21guam","batchf_352015","2009-02-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2880,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"137","21guam","batchf_352013","2009-09-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",284,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"138","21guam","batchf_212929","2009-09-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",365.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"139","21guam","batchf_212932","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",5.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"140","21guam","batchf_212931","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",0.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"141","21guam","batchf_212930","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",20.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"142","21guam","batchf_244766","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",351,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"143","21guam","batchf_244765","2009-09-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",171.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"144","21guam","batchf_244764","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",81.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"145","21guam","batchf_244767","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",299,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"146","21guam","batchf_352558","2009-09-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",199,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"147","21guam","batchf_352557","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",344.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"148","21guam","batchf_352587","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",20.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"149","21guam","batchf_211072","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",65.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"150","21guam","batchf_211071","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",128,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"151","21guam","batchf_211070","2009-09-07","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",148.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"152","21guam","batchf_354293","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",186,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"153","21guam","batchf_354294","2009-08-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",311.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"154","21guam","batchf_354349","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",70.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"155","21guam","batchf_354350","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",120.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"156","21guam","batchf_358783","2009-10-05","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",47.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"157","21guam","batchf_359297","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",141.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"158","21guam","batchf_357923","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",1507.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"159","21guam","batchf_358276","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",2010,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"160","21guam","batchf_351819","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",174,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"161","21guam","batchf_351645","2009-03-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",10.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"162","21guam","batchf_351646","2009-08-11","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",336,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"163","21guam","batchf_351806","2009-10-19","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",137.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"164","21guam","batchf_351805","2009-04-12","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",10.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"165","21guam","batchf_244754","2009-08-11","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver","grabsample",710.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"166","21guam","batchf_244080","2009-03-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver","grabsample",112,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"167","21guam","batchf_244753","2009-04-12","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver","grabsample",5060.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"168","21guam","batchf_244755","2009-10-19","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver","grabsample",1405.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"169","21guam","batchf_244756","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","brackish/saltwater","tidalstream","tidalstream","surfacewater","oceanestuarytidalriver","grabsample",222.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"170","21guam","batchf_354459","2009-02-22","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",60,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"171","21guam","batchf_354446","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",221,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"172","21guam","batchf_354442","2009-08-17","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",204,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"173","21guam","batchf_354445","2009-03-24","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",31.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"174","21guam","batchf_354441","2009-10-13","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample",117,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"175","21guam","batchf_243080","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",31.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"176","21guam","batchf_243076","2009-03-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",76,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"177","21guam","batchf_243079","2009-10-19","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",148,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"178","21guam","batchf_243077","2009-08-11","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",5.25,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"179","21guam","batchf_243078","2009-04-12","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",7344,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"180","21guam","batchf_244846","2009-09-08","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",126,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"181","21guam","batchf_244843","2009-08-11","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",469.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"182","21guam","batchf_244842","2009-03-09","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",15.75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"183","21guam","batchf_244844","2009-10-19","gu","Pacific Islands","caribbean","caribbean","Hawaiian Islands","Hawaiian High Islands: Hawaii Tropical Moist Forests","oceanic islands","Tropical and Subtropical Moist Broadleaf Forests","Hawaii Region","Oahu","Pacific","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample",104,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
