"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"578","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"579","ceden_328","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"580","ceden_328","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"581","ceden_328","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"582","ceden_328","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"583","ceden_328","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"584","ceden_328","grabsample","none",NA,NA,NA,NA,7500,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"585","ceden_328","grabsample","none",NA,NA,NA,NA,88,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"586","ceden_328","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"587","ceden_328","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"588","ceden_328","grabsample","none",NA,NA,NA,NA,280,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"589","ceden_328","grabsample","none",NA,NA,NA,NA,140,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"590","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"591","ceden_328","grabsample","none",NA,NA,NA,NA,300,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"592","ceden_328","grabsample","none",NA,NA,NA,NA,900,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"593","ceden_328","grabsample","none",NA,NA,NA,NA,70,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"594","ceden_328","grabsample","none",NA,NA,NA,NA,1400,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"595","ceden_328","grabsample","none",NA,NA,NA,NA,2500,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"596","ceden_328","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"597","ceden_328","grabsample","none",NA,NA,NA,NA,1700,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"598","ceden_328","grabsample","none",NA,NA,NA,NA,4,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"599","ceden_328","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"600","ceden_328","grabsample","none",NA,NA,NA,NA,450,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"601","ceden_328","grabsample","none",NA,NA,NA,NA,2100,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"602","ceden_328","grabsample","none",NA,NA,NA,NA,7500,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"603","ceden_328","grabsample","none",NA,NA,NA,NA,88,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"604","ceden_328","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"605","ceden_328","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",130,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"606","cede_20","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"607","cede_21","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"608","cede_5","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"609","cede_14","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"610","cede_118","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,50,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"611","ceden_436","grabsample","none",NA,NA,NA,NA,430,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"612","ceden_436","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"613","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"614","ceden_436","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"615","ceden_436","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"616","ceden_436","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"617","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"618","ceden_436","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"619","ceden_436","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"620","ceden_436","grabsample","none",NA,NA,NA,NA,17,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"621","ceden_436","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"622","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"623","ceden_436","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"624","ceden_436","grabsample","none",NA,NA,NA,NA,13000,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"625","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"626","ceden_436","grabsample","none",NA,NA,NA,NA,93,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"627","ceden_436","grabsample","none",NA,NA,NA,NA,1000,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"628","ceden_436","grabsample","none",NA,NA,NA,NA,46,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"629","ceden_436","grabsample","none",NA,NA,NA,NA,20,"sm9230c","membranefiltration","membranefiltration",140,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"630","ceden_436","grabsample","none",NA,NA,NA,NA,430,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"631","ceden_436","grabsample","none",NA,NA,NA,NA,170,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"632","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"633","ceden_436","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"634","ceden_436","grabsample","none",NA,NA,NA,NA,500,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"635","ceden_436","grabsample","none",NA,NA,NA,NA,110,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"636","ceden_436","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"637","ceden_436","grabsample","none",NA,NA,NA,NA,50,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"638","ceden_436","grabsample","none",NA,NA,NA,NA,4300,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"639","ceden_436","grabsample","none",NA,NA,NA,NA,17,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"640","ceden_436","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"641","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"642","ceden_436","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"643","ceden_436","grabsample","none",NA,NA,NA,NA,13000,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"644","ceden_436","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"645","ceden_436","grabsample","none",NA,NA,NA,NA,93,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"646","ceden_436","grabsample","none",NA,NA,NA,NA,1000,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"647","ceden_436","grabsample","none",NA,NA,NA,NA,46,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"648","ceden_436","grabsample","none",NA,NA,NA,NA,20,"sm9230c","membranefiltration","membranefiltration",170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"649","cede_91","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,900,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"650","cede_84","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"651","cede_87","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,220,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"652","cede_78","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,23,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"653","cede_85","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,170,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"654","cede_88","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,240,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"655","cede_77","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,4,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"656","cede_89","grabsample","none",NA,NA,NA,NA,NA,NA,NA,NA,300,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"657","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"658","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"659","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"660","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"661","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"662","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"663","ceden_362","grabsample","none",NA,NA,NA,NA,9,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"664","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"665","ceden_362","grabsample","none",NA,NA,NA,NA,140000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"666","ceden_362","grabsample","none",NA,NA,NA,NA,16000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"667","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"668","ceden_362","grabsample","none",NA,NA,NA,NA,130000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"669","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"670","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"671","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"672","ceden_362","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"673","ceden_362","grabsample","none",NA,NA,NA,NA,610,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"674","ceden_362","grabsample","none",NA,NA,NA,NA,4700,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"675","ceden_362","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"676","ceden_362","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"677","ceden_362","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"678","ceden_362","grabsample","none",NA,NA,NA,NA,38,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"679","ceden_362","grabsample","none",NA,NA,NA,NA,3600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"680","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"681","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"682","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"683","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"684","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"685","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"686","ceden_362","grabsample","none",NA,NA,NA,NA,9,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"687","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"688","ceden_362","grabsample","none",NA,NA,NA,NA,140000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"689","ceden_362","grabsample","none",NA,NA,NA,NA,16000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"690","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"691","ceden_362","grabsample","none",NA,NA,NA,NA,130000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"692","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"693","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"694","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"695","ceden_362","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"696","ceden_362","grabsample","none",NA,NA,NA,NA,610,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"697","ceden_362","grabsample","none",NA,NA,NA,NA,4700,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"698","ceden_362","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"699","ceden_362","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"700","ceden_362","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"701","ceden_362","grabsample","none",NA,NA,NA,NA,38,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"702","ceden_362","grabsample","none",NA,NA,NA,NA,3600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"703","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"704","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"705","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"706","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"707","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"708","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"709","ceden_362","grabsample","none",NA,NA,NA,NA,9,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"710","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"711","ceden_362","grabsample","none",NA,NA,NA,NA,140000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"712","ceden_362","grabsample","none",NA,NA,NA,NA,16000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"713","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"714","ceden_362","grabsample","none",NA,NA,NA,NA,130000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"715","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"716","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"717","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"718","ceden_362","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"719","ceden_362","grabsample","none",NA,NA,NA,NA,610,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"720","ceden_362","grabsample","none",NA,NA,NA,NA,4700,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"721","ceden_362","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"722","ceden_362","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"723","ceden_362","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"724","ceden_362","grabsample","none",NA,NA,NA,NA,38,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"725","ceden_362","grabsample","none",NA,NA,NA,NA,3600,"sm9230c","membranefiltration","membranefiltration",500,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"726","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"727","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"728","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"729","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"730","ceden_362","grabsample","none",NA,NA,NA,NA,1600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"731","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"732","ceden_362","grabsample","none",NA,NA,NA,NA,9,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"733","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"734","ceden_362","grabsample","none",NA,NA,NA,NA,140000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"735","ceden_362","grabsample","none",NA,NA,NA,NA,16000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"736","ceden_362","grabsample","none",NA,NA,NA,NA,23,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"737","ceden_362","grabsample","none",NA,NA,NA,NA,130000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"738","ceden_362","grabsample","none",NA,NA,NA,NA,130,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"739","ceden_362","grabsample","none",NA,NA,NA,NA,30,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"740","ceden_362","grabsample","none",NA,NA,NA,NA,240,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"741","ceden_362","grabsample","none",NA,NA,NA,NA,45,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"742","ceden_362","grabsample","none",NA,NA,NA,NA,610,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"743","ceden_362","grabsample","none",NA,NA,NA,NA,4700,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"744","ceden_362","grabsample","none",NA,NA,NA,NA,3000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"745","ceden_362","grabsample","none",NA,NA,NA,NA,2000,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"746","ceden_362","grabsample","none",NA,NA,NA,NA,11,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"747","ceden_362","grabsample","none",NA,NA,NA,NA,38,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
"748","ceden_362","grabsample","none",NA,NA,NA,NA,3600,"sm9230c","membranefiltration","membranefiltration",1600,"sm9221e","sm9221","mpn",NA,NA,NA,NA
