"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","huc4.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"282","ottawatribeofok","batchf_126937","2019-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",209.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"283","ottawatribeofok","batchf_126933","2019-07-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",191.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"284","ottawatribeofok","batchf_162560","2019-03-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",66.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"285","ottawatribeofok","batchf_162558","2019-02-03","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",38.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"286","ottawatribeofok","batchf_162569","2019-11-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",74.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"287","ottawatribeofok","batchf_162570","2019-01-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",117.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"288","ottawatribeofok","batchf_162599","2019-04-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",260.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"289","ottawatribeofok","batchf_162578","2019-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",29.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"290","ottawatribeofok","batchf_162561","2019-12-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",8.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"291","ottawatribeofok","batchf_162604","2019-09-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"292","ottawatribeofok","batchf_162607","2019-10-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",1299.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"293","ottawatribeofok","batchf_126131","2019-12-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",9.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"294","ottawatribeofok","batchf_126220","2019-08-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",686.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"295","ottawatribeofok","batchf_126221","2019-10-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",980.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"296","ottawatribeofok","batchf_126218","2019-01-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"297","ottawatribeofok","batchf_126184","2019-07-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",52,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"298","ottawatribeofok","batchf_126213","2019-08-19","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",325.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"299","ottawatribeofok","batchf_126125","2019-02-03","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",8.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"300","ottawatribeofok","batchf_126127","2019-03-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",38.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"301","ottawatribeofok","batchf_126163","2019-09-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",21.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"302","ottawatribeofok","batchf_126186","2019-09-04","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",54.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"303","ottawatribeofok","batchf_126126","2019-11-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",19.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"304","ottawatribeofok","batchf_126161","2019-09-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",19.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"305","ottawatribeofok","batchf_126196","2019-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",95.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"306","ottawatribeofok","batchf_126177","2019-04-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",39.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"307","ottawatribeofok","batchf_126180","2019-07-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",41.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"308","ottawatribeofok","batchf_126183","2019-09-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",49.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"309","ottawatribeofok","batchf_126172","2019-09-09","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",28.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"310","ottawatribeofok","batchf_126173","2019-07-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",29.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"311","ottawatribeofok","batchf_154694","2019-03-18","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",41.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"312","ottawatribeofok","batchf_154738","2019-04-16","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",435.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"313","ottawatribeofok","batchf_154747","2019-10-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",2419.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"314","ottawatribeofok","batchf_154709","2019-07-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",40.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"315","ottawatribeofok","batchf_154716","2019-09-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",128.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"316","ottawatribeofok","batchf_154734","2019-01-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",248.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"317","ottawatribeofok","batchf_154714","2019-02-03","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",111.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"318","ottawatribeofok","batchf_154706","2019-11-13","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",29.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"319","ottawatribeofok","batchf_154701","2019-12-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",17.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"320","ottawatribeofok","batchf_154185","2020-07-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",6.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"321","ottawatribeofok","batchf_154213","2020-06-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",161.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"322","ottawatribeofok","batchf_154194","2020-09-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",19.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"323","ottawatribeofok","batchf_154202","2020-11-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",59.58,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"324","ottawatribeofok","batchf_157337","2020-11-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",70.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"325","ottawatribeofok","batchf_157363","2020-07-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",36.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"326","ottawatribeofok","batchf_157329","2020-09-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",19.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"327","ottawatribeofok","batchf_157358","2020-06-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",648.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"328","ottawatribeofok","batchf_126874","2020-07-05","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",7.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"329","ottawatribeofok","batchf_126878","2020-09-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",61.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"330","ottawatribeofok","batchf_126873","2020-07-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"331","ottawatribeofok","batchf_126875","2020-09-28","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",15.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"332","ottawatribeofok","batchf_126912","2020-06-10","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",42,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"333","ottawatribeofok","batchf_126926","2020-07-27","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",95.9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"334","ottawatribeofok","batchf_126929","2020-11-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",151.58,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"335","ottawatribeofok","batchf_126891","2020-06-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",15.8,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"336","ottawatribeofok","batchf_126914","2020-09-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",47.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"337","ottawatribeofok","batchf_126921","2020-08-02","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",82.3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"338","ottawatribeofok","batchf_126923","2020-09-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",88.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"339","ottawatribeofok","batchf_126903","2020-07-12","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",29.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"340","ottawatribeofok","batchf_126924","2020-09-22","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",90.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"341","ottawatribeofok","batchf_126890","2020-06-24","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",14.5,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"342","ottawatribeofok","batchf_126887","2020-06-17","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",9.7,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"343","ottawatribeofok","batchf_162600","2020-06-15","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",307.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"344","ottawatribeofok","batchf_162567","2020-11-29","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",121.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"345","ottawatribeofok","batchf_162603","2020-09-23","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",410.6,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"346","ottawatribeofok","batchf_162576","2020-07-14","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","stream","stream","surfacewater","stream/river","grabsample",21.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"347","ottawatribeofok","batchf_126141","2020-09-28","ok","West South Central","GREAT PLAINS","TEMPERATE PRAIRIES","Central Prairie","Ozarks","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Arkansas-White-Red Region","Neosho-Verdigris","Southern Plains","South Central US","freshwater","river","river","surfacewater","stream/river","grabsample",3,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
