"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","sal_pa","sal_vol","sal_molecular","sal_inva","sal_ttr","pec_pa","o157h7_pa","pec_vol","pec_molecular","pec_stx","pec_eaea","pec_rfb0157","pec_hly","pec_h7flic","lm_pa","ls_pa","lm_vol","lm_molecular_culture","lm_confirm","lm_sigb"
"115","fsl","fsl_885","2009-10-12","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"116","fsl","fsl_886","2009-06-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"117","fsl","fsl_884","2009-08-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"118","fsl","fsl_888","2009-10-12","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"119","fsl","fsl_887","2009-08-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"120","fsl","fsl_889","2009-06-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"121","fsl","fsl_891","2009-08-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","lakereservoir","lakereservoir","surfacewater","pond/lake","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"122","fsl","fsl_899","2010-10-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"123","fsl","fsl_900","2010-10-11","ny","Middle Atlantic","NORTHERN FORESTS","ATLANTIC HIGHLANDS","Northeast US & Southeast Canada Atlantic Drainages","Northern Appalachian / Acadian","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Mid Atlantic Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,"n",2.39967372148104,"culture","n","n","y","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"124","fsl","fsl_733","2009-10-20","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"125","fsl","fsl_732","2009-09-09","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"126","fsl","fsl_761","2009-09-09","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"127","fsl","fsl_762","2009-10-20","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"128","fsl","fsl_734","2010-03-23","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"129","fsl","fsl_740","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"130","fsl","fsl_736","2010-09-20","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"131","fsl","fsl_741","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"132","fsl","fsl_735","2010-05-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"133","fsl","fsl_765","2010-09-20","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"134","fsl","fsl_759","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"135","fsl","fsl_763","2010-03-23","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"136","fsl","fsl_760","2010-06-14","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"137","fsl","fsl_764","2010-05-18","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"138","fsl","fsl_737","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"139","fsl","fsl_738","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"140","fsl","fsl_739","2011-07-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"141","fsl","fsl_767","2011-05-24","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"142","fsl","fsl_766","2011-02-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"143","fsl","fsl_768","2011-07-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Chesapeake Bay","High Allegheny Plateau","temperate coastal rivers","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"144","fsl","fsl_577","2009-08-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"145","fsl","fsl_578","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"146","fsl","fsl_593","2009-08-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"147","fsl","fsl_594","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"148","fsl","fsl_600","2009-08-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"149","fsl","fsl_601","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"150","fsl","fsl_610","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"151","fsl","fsl_620","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"152","fsl","fsl_630","2009-07-21","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"153","fsl","fsl_631","2009-10-27","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","ditch","stormwaterinfrastructure","surfacewater","runoff","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"154","fsl","fsl_580","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"155","fsl","fsl_587","2010-10-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"156","fsl","fsl_582","2010-10-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"157","fsl","fsl_579","2010-05-03","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"158","fsl","fsl_586","2010-03-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"159","fsl","fsl_581","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"160","fsl","fsl_591","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"161","fsl","fsl_595","2010-05-03","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",1,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"162","fsl","fsl_592","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"163","fsl","fsl_596","2010-10-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"164","fsl","fsl_603","2010-05-03","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"165","fsl","fsl_606","2010-10-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"166","fsl","fsl_602","2010-03-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"n",2.39967372148104,"culture","sigB","y"
"167","fsl","fsl_604","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"168","fsl","fsl_605","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",0,"p",2.39967372148104,"culture","sigB","y"
"169","fsl","fsl_613","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"170","fsl","fsl_616","2010-10-11","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",1,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"171","fsl","fsl_612","2010-06-28","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"172","fsl","fsl_615","2010-05-03","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",1,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
"173","fsl","fsl_614","2010-03-04","ny","Middle Atlantic","EASTERN TEMPERATE FORESTS","MIXED WOOD PLAINS","Laurentian Great Lakes","Great Lakes","large lakes","Temperate Broadleaf and Mixed Forests","Great Lakes Region","Northeastern Region","Northeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",0,250,"culture","n","n",0,NA,2.39967372148104,"culture","n","n","n","n","n",1,"p",2.39967372148104,"culture","sigB","y"
