"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"621","frss","frss_2356","2017-05-11","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",285,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"622","frss","frss_2413","2017-05-12","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",292,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"623","frss","frss_2414","2017-07-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",146,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"624","frss","frss_2415","2017-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",393,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"625","frss","frss_3105","2017-09-16","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",109,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"626","frss","frss_3104","2017-07-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",173,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"627","frss","frss_3069","2017-07-20","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",52,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"628","frss","frss_3068","2017-05-11","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",121,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"629","frss","frss_3070","2017-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",74,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"630","frss","frss_2996","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",195,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"631","frss","frss_2994","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",408,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"632","frss","frss_2995","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",146,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"633","frss","frss_2265","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"634","frss","frss_2263","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",74,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"635","frss","frss_2264","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",144,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"636","frss","frss_1716","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",74,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"637","frss","frss_1717","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"638","frss","frss_2234","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",327,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"639","frss","frss_2233","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",135,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"640","frss","frss_2235","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",1396,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"641","frss","frss_914","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",85,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"642","frss","frss_3214","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",2909,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"643","frss","frss_3215","2018-09-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1850,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"644","frss","frss_689","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",144,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"645","frss","frss_688","2018-05-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",12997,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"646","frss","frss_690","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",41,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"647","frss","frss_2530","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",262,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"648","frss","frss_2531","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",199,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"649","frss","frss_2529","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"650","frss","frss_208","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",279,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"651","frss","frss_210","2018-09-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",345,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"652","frss","frss_209","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",331,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"653","frss","frss_994","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"654","frss","frss_993","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",226,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"655","frss","frss_2504","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",86,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"656","frss","frss_2503","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",110,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"657","frss","frss_2502","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",8664,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"658","frss","frss_1831","2018-07-07","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",5.2,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"659","frss","frss_1830","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",4.1,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"660","frss","frss_1832","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",3.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"661","frss","frss_1790","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"662","frss","frss_1791","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",860,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"663","frss","frss_1792","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"664","frss","frss_204","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",122,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"665","frss","frss_202","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",122,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"666","frss","frss_203","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",74,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"667","frss","frss_3245","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"668","frss","frss_3246","2018-07-05","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"669","frss","frss_3247","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","none",52,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"670","frss","frss_3089","2018-07-10","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",97,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"671","frss","frss_3090","2018-09-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",1178,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"672","frss","frss_3088","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",134,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"673","frss","frss_3224","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",399,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"674","frss","frss_3223","2018-07-07","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",754,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"675","frss","frss_3222","2018-05-17","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",84,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"676","frss","frss_2338","2018-07-10","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",146,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"677","frss","frss_2337","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",278,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"678","frss","frss_2339","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",98,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"679","frss","frss_3134","2018-07-10","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",327,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"680","frss","frss_3133","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",12997,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"681","frss","frss_3135","2018-09-14","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",75,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"682","frss","frss_2359","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",780,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"683","frss","frss_2360","2018-07-10","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",683,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"684","frss","frss_2361","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",798,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"685","frss","frss_2416","2018-07-06","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",218,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"686","frss","frss_2417","2018-09-13","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",122,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"687","frss","frss_3108","2018-09-15","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"688","frss","frss_3106","2018-05-19","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",63,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"689","frss","frss_3107","2018-07-07","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",145,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"690","frss","frss_3072","2018-07-10","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",187,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"691","frss","frss_3071","2018-05-18","ky","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Upper East Gulf Coastal Plain","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Eastern Mountains","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","none",457,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
