"","scri_sample_id","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","fc","fc_methodf","fc_methodm","fc_methodc"
"1644","cmc_6569","grabsample","none",420,"idexxquantitray","mpn","mpn",410,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1645","cmc_6557","grabsample","none",290,"idexxquantitray","mpn","mpn",290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1646","cmc_6537","grabsample","none",50,"idexxquantitray","mpn","mpn",28.4,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1647","cmc_6548","grabsample","none",90,"idexxquantitray","mpn","mpn",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1648","cmc_6546","grabsample","none",250,"idexxquantitray","mpn","mpn",130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1649","cmc_6587","grabsample","none",60,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1650","cmc_6596","grabsample","none",10,"idexxquantitray","mpn","mpn",240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1651","cmc_6590","grabsample","none",20,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1652","cmc_6602","grabsample","none",210,"idexxquantitray","mpn","mpn",530,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1653","cmc_6607","grabsample","none",60,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1654","cmc_6585","grabsample","none",50,"idexxquantitray","mpn","mpn",40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1655","cmc_6591","grabsample","none",70,"idexxquantitray","mpn","mpn",140,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1656","cmc_6586","grabsample","none",10,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1657","cmc_6626","grabsample","none",30,"idexxquantitray","mpn","mpn",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1658","cmc_6588","grabsample","none",70,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1659","cmc_6601","grabsample","none",40,"idexxquantitray","mpn","mpn",490,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1660","cmc_6594","grabsample","none",220,"idexxquantitray","mpn","mpn",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1661","cmc_6583","grabsample","none",20,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1662","cmc_6610","grabsample","none",30,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1663","cmc_6619","grabsample","none",60,"idexxquantitray","mpn","mpn",90,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1664","cmc_6584","grabsample","none",10,"idexxquantitray","mpn","mpn",40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1665","cmc_6625","grabsample","none",20,"idexxquantitray","mpn","mpn",180,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1666","cmc_6603","grabsample","none",50,"idexxquantitray","mpn","mpn",550,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1667","cmc_6617","grabsample","none",40,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1668","cmc_6612","grabsample","none",10,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1669","cmc_6615","grabsample","none",10,"idexxquantitray","mpn","mpn",60,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1670","cmc_6622","grabsample","none",50,"idexxquantitray","mpn","mpn",130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1671","cmc_6628","grabsample","none",30,"idexxquantitray","mpn","mpn",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1672","cmc_6606","grabsample","none",80,"idexxquantitray","mpn","mpn",790,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1673","cmc_6614","grabsample","none",10,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1674","cmc_6632","grabsample","none",800,"idexxquantitray","mpn","mpn",320,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1675","cmc_6637","grabsample","none",60,"idexxquantitray","mpn","mpn",590,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1676","cmc_6593","grabsample","none",130,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1677","cmc_6611","grabsample","none",10,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1678","cmc_6634","grabsample","none",120,"idexxquantitray","mpn","mpn",370,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1679","cmc_6618","grabsample","none",20,"idexxquantitray","mpn","mpn",90,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1680","cmc_6624","grabsample","none",90,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1681","cmc_1860","grabsample","none",90,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1682","cmc_1884","grabsample","none",150,"idexxquantitray","mpn","mpn",330,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1683","cmc_1863","grabsample","none",90,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1684","cmc_1859","grabsample","none",70,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1685","cmc_1888","grabsample","none",200,"idexxquantitray","mpn","mpn",430,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1686","cmc_1876","grabsample","none",20,"idexxquantitray","mpn","mpn",230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1687","cmc_1854","grabsample","none",100,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1688","cmc_1882","grabsample","none",450,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1689","cmc_1864","grabsample","none",80,"idexxquantitray","mpn","mpn",110,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1690","cmc_1881","grabsample","none",110,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1691","cmc_1894","grabsample","none",60,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1692","cmc_1879","grabsample","none",100,"idexxquantitray","mpn","mpn",250,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1693","cmc_1856","grabsample","none",260,"idexxquantitray","mpn","mpn",40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1694","cmc_1875","grabsample","none",200,"idexxquantitray","mpn","mpn",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1695","cmc_1869","grabsample","none",150,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1696","cmc_1878","grabsample","none",250,"idexxquantitray","mpn","mpn",240,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1697","cmc_1849","grabsample","none",20,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1698","cmc_1872","grabsample","none",100,"idexxquantitray","mpn","mpn",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1699","cmc_4806","grabsample","none",60,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1700","cmc_4821","grabsample","none",230,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1701","cmc_4809","grabsample","none",10,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1702","cmc_4830","grabsample","none",110,"idexxquantitray","mpn","mpn",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1703","cmc_4828","grabsample","none",70,"idexxquantitray","mpn","mpn",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1704","cmc_4818","grabsample","none",10,"idexxquantitray","mpn","mpn",90,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1705","cmc_4817","grabsample","none",40,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1706","cmc_4844","grabsample","none",90,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1707","cmc_4813","grabsample","none",90,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1708","cmc_4820","grabsample","none",20,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1709","cmc_4808","grabsample","none",20,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1710","cmc_4829","grabsample","none",110,"idexxquantitray","mpn","mpn",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1711","cmc_4800","grabsample","none",10,"idexxquantitray","mpn","mpn",9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1712","cmc_4831","grabsample","none",20,"idexxquantitray","mpn","mpn",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1713","cmc_4801","grabsample","none",20,"idexxquantitray","mpn","mpn",9,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1714","cmc_4827","grabsample","none",40,"idexxquantitray","mpn","mpn",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1715","cmc_4812","grabsample","none",60,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1716","cmc_4761","grabsample","none",30,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1717","cmc_4765","grabsample","none",10,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1718","cmc_4774","grabsample","none",20,"idexxquantitray","mpn","mpn",160,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1719","cmc_4777","grabsample","none",800,"idexxquantitray","mpn","mpn",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1720","cmc_4763","grabsample","none",30,"idexxquantitray","mpn","mpn",50,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1721","cmc_4762","grabsample","none",100,"idexxquantitray","mpn","mpn",40,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1722","cmc_4758","grabsample","none",30,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1723","cmc_4766","grabsample","none",110,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1724","cmc_4776","grabsample","none",30,"idexxquantitray","mpn","mpn",170,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1725","cmc_4772","grabsample","none",180,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1726","cmc_4768","grabsample","none",40,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1727","cmc_4798","grabsample","none",540,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1728","cmc_4770","grabsample","none",40,"idexxquantitray","mpn","mpn",130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1729","cmc_4779","grabsample","none",380,"idexxquantitray","mpn","mpn",190,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1730","cmc_4782","grabsample","none",50,"idexxquantitray","mpn","mpn",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1731","cmc_4789","grabsample","none",100,"idexxquantitray","mpn","mpn",340,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1732","cmc_4999","grabsample","none",10,"idexxquantitray","mpn","mpn",1200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1733","cmc_4995","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1734","cmc_4996","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1735","cmc_5003","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"1736","cmc_4994","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1737","cmc_4976","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1738","cmc_4997","grabsample","none",60,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1739","cmc_4980","grabsample","none",10,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1740","cmc_4977","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1741","cmc_5004","grabsample","none",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA,NA,NA,NA,NA
"1742","cmc_4998","grabsample","none",9.99,"idexxquantitray","mpn","mpn",801,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1743","cmc_4974","grabsample","none",50,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1744","cmc_4972","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1745","cmc_4968","grabsample","none",10,"idexxquantitray","mpn","mpn",290,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1746","cmc_4973","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1747","cmc_4970","grabsample","none",10,"idexxquantitray","mpn","mpn",530,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1748","cmc_4971","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1749","cmc_4941","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1750","cmc_4966","grabsample","none",10,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1751","cmc_4943","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1752","cmc_4975","grabsample","none",60,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1753","cmc_8031","grabsample","none",120,"idexxquantitray","mpn","mpn",180,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1754","cmc_8048","grabsample","none",310,"idexxquantitray","mpn","mpn",550,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1755","cmc_8040","grabsample","none",350,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1756","cmc_8046","grabsample","none",90,"idexxquantitray","mpn","mpn",420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1757","cmc_8042","grabsample","none",80,"idexxquantitray","mpn","mpn",310,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1758","cmc_8017","grabsample","none",20,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1759","cmc_8049","grabsample","none",260,"idexxquantitray","mpn","mpn",620,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1760","cmc_8037","grabsample","none",80,"idexxquantitray","mpn","mpn",230,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1761","cmc_8015","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1762","cmc_8050","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1763","cmc_8311","grabsample","none",100,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1764","cmc_8303","grabsample","none",170,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1765","cmc_8310","grabsample","none",100,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1766","cmc_8298","grabsample","none",110,"idexxquantitray","mpn","mpn",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1767","cmc_8309","grabsample","none",190,"idexxquantitray","mpn","mpn",490,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1768","cmc_8299","grabsample","none",9.99,"idexxquantitray","mpn","mpn",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1769","cmc_8281","grabsample","none",10,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1770","cmc_8306","grabsample","none",150,"idexxquantitray","mpn","mpn",380,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1771","cmc_8308","grabsample","none",250,"idexxquantitray","mpn","mpn",400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1772","cmc_8278","grabsample","none",40,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1773","cmc_6099","grabsample","none",10,"idexxquantitray","mpn","mpn",630,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1774","cmc_6102","grabsample","none",800,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1775","cmc_6100","grabsample","none",210,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1776","cmc_6103","grabsample","none",800,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1777","cmc_6097","grabsample","none",220,"idexxquantitray","mpn","mpn",360,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1778","cmc_6580","grabsample","none",800,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1779","cmc_6568","grabsample","none",10,"idexxquantitray","mpn","mpn",400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1780","cmc_6572","grabsample","none",160,"idexxquantitray","mpn","mpn",510,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1781","cmc_6538","grabsample","none",370,"idexxquantitray","mpn","mpn",30,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1782","cmc_6581","grabsample","none",90,"idexxquantitray","mpn","mpn",801,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1783","cmc_6579","grabsample","none",800,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1784","cmc_6560","grabsample","none",120,"idexxquantitray","mpn","mpn",320,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1785","cmc_6549","grabsample","none",90,"idexxquantitray","mpn","mpn",210,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1786","cmc_6535","grabsample","none",70,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1787","cmc_6578","grabsample","none",370,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1788","cmc_6550","grabsample","none",70,"idexxquantitray","mpn","mpn",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1789","cmc_6573","grabsample","none",150,"idexxquantitray","mpn","mpn",530,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1790","cmc_6542","grabsample","none",60,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1791","cmc_6534","grabsample","none",20,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1792","cmc_6567","grabsample","none",230,"idexxquantitray","mpn","mpn",390,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1793","cmc_6574","grabsample","none",90,"idexxquantitray","mpn","mpn",660,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1794","cmc_6536","grabsample","none",10,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1795","cmc_6563","grabsample","none",160,"idexxquantitray","mpn","mpn",340,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1796","cmc_6605","grabsample","none",100,"idexxquantitray","mpn","mpn",720,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1797","cmc_6608","grabsample","none",250,"idexxquantitray","mpn","mpn",801,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1798","cmc_6595","grabsample","none",140,"idexxquantitray","mpn","mpn",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1799","cmc_6598","grabsample","none",10,"idexxquantitray","mpn","mpn",310,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1800","cmc_6599","grabsample","none",40,"idexxquantitray","mpn","mpn",330,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1801","cmc_6627","grabsample","none",10,"idexxquantitray","mpn","mpn",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1802","cmc_6592","grabsample","none",10,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1803","cmc_6604","grabsample","none",20,"idexxquantitray","mpn","mpn",590,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1804","cmc_6589","grabsample","none",470,"idexxquantitray","mpn","mpn",80,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1805","cmc_6609","grabsample","none",10,"idexxquantitray","mpn","mpn",1100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1806","cmc_6621","grabsample","none",10,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1807","cmc_6620","grabsample","none",10,"idexxquantitray","mpn","mpn",100,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1808","cmc_6633","grabsample","none",40,"idexxquantitray","mpn","mpn",350,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1809","cmc_6630","grabsample","none",70,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1810","cmc_6629","grabsample","none",60,"idexxquantitray","mpn","mpn",200,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1811","cmc_6600","grabsample","none",10,"idexxquantitray","mpn","mpn",360,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1812","cmc_6639","grabsample","none",10,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1813","cmc_6623","grabsample","none",40,"idexxquantitray","mpn","mpn",140,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1814","cmc_6631","grabsample","none",20,"idexxquantitray","mpn","mpn",310,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1815","cmc_6597","grabsample","none",10,"idexxquantitray","mpn","mpn",280,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1816","cmc_6640","grabsample","none",280,"idexxquantitray","mpn","mpn",801,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1817","cmc_6638","grabsample","none",130,"idexxquantitray","mpn","mpn",660,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1818","cmc_6616","grabsample","none",800,"idexxquantitray","mpn","mpn",60,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1819","cmc_6613","grabsample","none",350,"idexxquantitray","mpn","mpn",20,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1820","cmc_1866","grabsample","none",10,"idexxquantitray","mpn","mpn",130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1821","cmc_1886","grabsample","none",180,"idexxquantitray","mpn","mpn",350,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1822","cmc_1893","grabsample","none",30,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1823","cmc_1874","grabsample","none",30,"idexxquantitray","mpn","mpn",220,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1824","cmc_1889","grabsample","none",450,"idexxquantitray","mpn","mpn",450,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1825","cmc_1890","grabsample","none",90,"idexxquantitray","mpn","mpn",470,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1826","cmc_1896","grabsample","none",800,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1827","cmc_1891","grabsample","none",30,"idexxquantitray","mpn","mpn",600,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1828","cmc_1850","grabsample","none",30,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1829","cmc_1852","grabsample","none",150,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1830","cmc_1865","grabsample","none",30,"idexxquantitray","mpn","mpn",120,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1831","cmc_1848","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1832","cmc_1867","grabsample","none",100,"idexxquantitray","mpn","mpn",130,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1833","cmc_1857","grabsample","none",70,"idexxquantitray","mpn","mpn",60,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1834","cmc_1892","grabsample","none",20,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1835","cmc_1868","grabsample","none",110,"idexxquantitray","mpn","mpn",150,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1836","cmc_1895","grabsample","none",250,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1837","cmc_4843","grabsample","none",60,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1838","cmc_4839","grabsample","none",370,"idexxquantitray","mpn","mpn",420,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1839","cmc_4847","grabsample","none",60,"idexxquantitray","mpn","mpn",801,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1840","cmc_4845","grabsample","none",100,"idexxquantitray","mpn","mpn",800,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1841","cmc_4804","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1842","cmc_4802","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1843","cmc_4836","grabsample","none",10,"idexxquantitray","mpn","mpn",390,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1844","cmc_4837","grabsample","none",20,"idexxquantitray","mpn","mpn",400,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1845","cmc_4816","grabsample","none",10,"idexxquantitray","mpn","mpn",70,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1846","cmc_4841","grabsample","none",60,"idexxquantitray","mpn","mpn",490,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
"1847","cmc_4803","grabsample","none",10,"idexxquantitray","mpn","mpn",10,"idexxquantitray","mpn","mpn",NA,NA,NA,NA
