"","study_sh","scri_sample_id","date","state","cens.region","epa.l1.ecoreg","epa.l2.ecoreg","tnc.h2o.reg","tnc.terr.reg","h2o.habtat","terrhabtat","huc2.nm.nhd","usda.regions","epa.regions","fresh","water_type","water_typem","water_typeg","water_typec","sample_type","sample_filter","ec","ec_methodf","ec_methodm","ec_methodc","entero","entero_methodf","entero_methodm","entero_methodc","tc","tc_methodf","tc_methodm","tc_methodc"
"1849","nars","nars_1497","2013-08-05","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,359.4553506,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1850","nars","nars_1498","2013-09-17","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,248.8325569,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1851","nars","nars_1496","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1852","nars","nars_1499","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,350,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1853","nars","nars_1500","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Tennessee","Interior Low Plateau","temperate upland rivers","Temperate Broadleaf and Mixed Forests","Tennessee Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,116,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1854","nars","nars_6020","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1326,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1855","nars","nars_6573","2014-06-14","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,714.6909367,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1856","nars","nars_6572","2014-05-22","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,376.6330622,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1857","nars","nars_6574","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,417,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1858","nars","nars_6050","2013-07-01","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,49.7939862,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1859","nars","nars_946","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1875,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1860","nars","nars_6051","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Upper East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1775,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1861","nars","nars_3472","2015-08-11","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1862","nars","nars_1465","2015-08-12","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1863","nars","nars_3468","2015-07-21","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1864","nars","nars_3467","2015-07-27","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1865","nars","nars_1464","2015-08-12","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1866","nars","nars_3458","2015-07-08","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1867","nars","nars_3463","2015-07-07","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,189.4111673,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1868","nars","nars_3459","2015-07-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","brackish/saltwater","estuarytidalriver","estuarytidalriver","surfacewater","oceanestuarytidalriver","grabsample","membrane",NA,NA,NA,NA,0,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1869","nars","nars_609","2013-09-22","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","West Florida Gulf","East Gulf Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,5988.034103,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1870","nars","nars_610","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","West Florida Gulf","East Gulf Coastal Plain","temperate coastal rivers","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,450,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1871","nars","nars_6039","2013-06-24","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,735.1196504,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1872","nars","nars_6038","2013-07-26","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2181.768686,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1873","nars","nars_6555","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,10072,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1874","nars","nars_806","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Apalachicola","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1875","nars","nars_6048","2013-07-28","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,634.3542991,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1876","nars","nars_6556","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,151,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1877","nars","nars_1393","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,221,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1878","nars","nars_6037","2013-09-18","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,406.4331575,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1879","nars","nars_6044","2013-06-19","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2028.193677,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1880","nars","nars_657","2013-06-25","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,244.5296026,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1881","nars","nars_4618","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,529,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1882","nars","nars_4619","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,626,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1883","nars","nars_656","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","OZARK/OUACHITA-APPALACHIAN FORESTS","Mobile Bay","Cumberlands And Southern Ridge And Valley","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,182,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1884","nars","nars_1531","2014-05-23","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","Piedmont","temperate floodplain rivers and wetlands","Temperate Broadleaf and Mixed Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,577.0198222,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1885","nars","nars_1539","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1987,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1886","nars","nars_6019","2013-09-20","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,254.9343978,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1887","nars","nars_6551","2015-09-02","al","East South Central","EASTERN TEMPERATE FORESTS","SOUTHEASTERN USA PLAINS","Mobile Bay","East Gulf Coastal Plain","temperate floodplain rivers and wetlands","Temperate Conifer Forests","South Atlantic-Gulf Region","Southern Region","Southeast","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,146,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1888","nars","nars_627","2013-07-09","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,102.3010353,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1889","nars","nars_2810","2013-07-23","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,533.8639416,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1890","nars","nars_490","2014-09-25","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,107.9571415,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1891","nars","nars_5879","2014-05-13","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,113.7076143,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1892","nars","nars_785","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,402,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1893","nars","nars_3714","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,239,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1894","nars","nars_5131","2014-05-06","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,4468.209572,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1895","nars","nars_5132","2014-06-04","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,2411.691763,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1896","nars","nars_766","2014-06-05","az","Mountain","SOUTHERN SEMIARID HIGHLANDS","WESTERN SIERRA MADRE PIEDMONT","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,3022.876252,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1897","nars","nars_1030","2013-05-30","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,7.450946928,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1898","nars","nars_1038","2013-05-27","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,8.716400904,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1899","nars","nars_1029","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1900","nars","nars_1031","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,96,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1901","nars","nars_1032","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,53363,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1902","nars","nars_1034","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,165,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1903","nars","nars_571","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,211,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1904","nars","nars_1920","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1905","nars","nars_1036","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1906","nars","nars_1037","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,277,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1907","nars","nars_1039","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,81,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1908","nars","nars_1040","2015-09-02","az","Mountain","NORTH AMERICAN DESERTS","COLD DESERTS","Colorado","Colorado Plateau","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,90,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1909","nars","nars_5105","2013-09-24","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,363.639438,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1910","nars","nars_926","2013-05-07","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,70.88728112,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1911","nars","nars_825","2014-06-18","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","stream","stream","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,331.3026599,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1912","nars","nars_5801","2014-07-21","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,436.540439,"epa1606","qpcr","molecular",NA,NA,NA,NA
"1913","nars","nars_5104","2015-09-02","az","Mountain","TEMPERATE SIERRAS","UPPER GILA MOUNTAINS","Gila","Apache Highlands","xeric freshwaters and endorheic (closed) basins","Deserts and Xeric Shrublands","Lower Colorado Region","Mountains","Pacific","freshwater","river","river","surfacewater","stream/river","grabsample","membrane",NA,NA,NA,NA,1289,"epa1606","qpcr","molecular",NA,NA,NA,NA
